actor2,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Denyce Lawton,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Roger Gentry,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Lucie Laurier,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Amy Cale Petersen,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Hideyo Amamoto,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Cody Darbe,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Colleen Miller,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Amy Lalonde,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Clive Standen,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Nicole Thompson,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Rudolf Martin,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Yevgeni Vesnik,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Noell Coet,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Liam McIntyre,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tamala Jones,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Andy Stahl,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Nicholas Lea,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Rosalie Cole,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Christian Oliver,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Alexey Bardukov,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Russ Bender,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Andrea Jeremiah,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Nick Scotti,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Richard Garland,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Graham Wardle,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Chuck Hittinger,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Suzanne Reuter,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Niall Matter,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Mason Cook,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Francesca Fowler,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
David Mendenhall,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sydney Andrews,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sophie Reynolds,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Vondie Curtis-Hall,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Omillio Sparks,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jason Jurman,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Elise Couture,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Carl Ottosen,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tiny Wells,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Kara Tointon,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Ricky Addison Reed,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tina Louise,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Mike Marsh,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Pierre Chatagny,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Agathe de La Fontaine,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Itoko Harada,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Issa Doumbia,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Carol Speed,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sanzhar Madiyev,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Caroline Néron,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Shannon Tweed,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Marissa Jaret Winokur,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Mariya Fomina,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Shanyn Leigh,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Elyse Levesque,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Michelle Harrison,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Ben Frank,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Cynthia Patrick,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Becky Rosso,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Valerie Cruz,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Samuel Davis,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jan Murray,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Danny Flaherty,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Karen Holness,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jessica Tovey,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
J.H. Wyman,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Saraya-Jade Bevis,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sean Power,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Rob Aaron,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Toni Barry,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sean Elliot,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Kate Maberly,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Stephanie Lemelin,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Aarón Díaz,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tom Kemp,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Edward Bell,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Mona McKinnon,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Peter DeLuise,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tom Green,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tom Graziani,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Michael Schreiner,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Abbie Salt,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Maria Lease,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Gina Marie May,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jack Doolan,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jimi Blue Ochsenknecht,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sergei Selin,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Duane Whitaker,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tom Bresnahan,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
James Ha,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Margaret Lenzey,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Bob Baines,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Mikkel Arendt,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Karin Heske,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Phillip Glasser,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Ken Arnold,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Kyrre Haugen Sydness,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Tiffany Tang,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Melody Kay,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Julian Rhind-Tutt,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Grace Folsom,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Robert Knepper,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Julia Sweeney,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Nathaniel Parker,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Joe Egender,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Avi Sagild,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Julie Perreault,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Darius Williams-Watt,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Michael Berryman,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Virginia Leith,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Melissa Ordway,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sage Stallone,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Robert Menzies,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sally Stockwell,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Ian Abercrombie,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Melonie Diaz,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Dianna Agron,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Sheeri Rappaport,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Darren Robinson,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Eva Bender,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Lee Godfrey,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Charlie Chin,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Antonella Elia,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Ryan Barrett,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Joe Spano,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Jerry Reed,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Taylor Dooley,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Cory Knauf,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
"Ernie Reyes, Jr.",4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Eric Colvin,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Devanny Pinn,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Cauã Reymond,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Devin Kelley,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Laetitia Casta,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Richard Rober,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Manolo Marín,4.4,1,4.4,18246.5,19018.5,18632.5,18961.5
Randy Travis,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Mikhail Efremov,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Lorena Velázquez,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Stefanie Powers,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Felissa Rose,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Héctor Colomé,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Egbert Jan Weeber,2.6,2,5.2,20495.5,16849.0,18672.25,19035.0
Lee Ross,2.55,2,5.1,20510.0,17065.5,18787.75,19040.0
Alex Hyde-White,2.55,2,5.1,20510.0,17065.5,18787.75,19040.0
John Shepherd,2.55,2,5.1,20510.0,17065.5,18787.75,19040.0
Gene Jones,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Gigi Edgley,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Николай Еременко мл.,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rib Hillis,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jillian McWhirter,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Constantin Codrescu,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Robert Pralgo,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Gabor Mate,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Margo Johns,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Darryn Lucio,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Abbie Cobb,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Norman D. Golden II,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Gerardo Mejía,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Darrin Bragg,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jim Harris,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Stephen Quadros,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Allyson Ames,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Joanna Angel,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rocco Giovanni,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mark Humphrey,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Maeve Quinlan,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jennifer Bransford,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Goldy Notay,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Cynthia Dale,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alan Dinehart,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Richard Crane,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Cristina Piaget,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Steven Boen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Danny Webb,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alexandra Neldel,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Richard Tanne,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jennifer Decker,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
George McCann,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Grant Heslov,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alan C. Peterson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alfie Allen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alfred Bobé Jr.,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Sophie Curtis,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mary Badham,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Cote de Pablo,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Clifford Asness,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Zoé Félix,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alison Folland,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Giuseppe Sacco Albanese,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jennie Garth,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Joe Inscoe,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Martin Belmana,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
David Clayton Rogers,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Marco Bacuzzi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Coco C.P. Dalbert,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mark Deklin,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Olesya Rulin,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Lydia Brazzi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Oliver Fleischer,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Alan Tang,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jake Weber,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Soledad Alfaro,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Käthe Haack,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Eric Brown,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Paulie Redding,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Catherine Carlen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Samantha Streets,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Barbi Benton,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Valérie Maës,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Inge Hegeler,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ku Kuan-Chung,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ingrid Goude,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Kristin Richardson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Michele Lamar Richards,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Koreya Senda,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Michelle Gomez,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ko So-Young,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ely Pouget,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Pilar Castro,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Julian Wilson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ilan Dar,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Cec Verrell,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Shedrack Anderson III,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Aoi Nakamura,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Hiroko Saito,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Temessy Hédi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Charlotte Ellen Price,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Arnaldo Antunes,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Honeysuckle Weeks,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Paul Mercurio,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Charles Solomon Jr.,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Caroline Peters,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Juan Pablo Miranda,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Paul Müller,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Esther Nubiola,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Nataliya Vdovina,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Dmitriy Orlov,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Erik Stocklin,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ignacy Machowski,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Michael Kelly,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Sam Pancake,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Renée Simonsen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Shannon Whirry,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Caroline Barry,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Beth West,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Tom Cavanagh,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Duncan Skiles,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Sergei Barkovsky,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Scott C. Brown,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Monica Keena,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
James Daughton,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Tom Duggan,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Burr DeBenning,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mimi Parker,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
James Binkley,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Brett Cullen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jacqueline Lord,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Kate Vernon,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jadwiga Jankowska-Cieślak,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Sean Muramatsu,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Brian Oldfield,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jake Dengel,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Miyuki Akiyama,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
James Biberi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Diana Bracho,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Scarlet Hemingway,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Blake Foster,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Justine Bateman,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ellen Parker,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Uchida Soumei,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
K. Danor Gerald,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mihola Terzic,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Shane Brolly,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Kali Hawk,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jameson Parker,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Miles Sloman,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Kandyse McClure,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
James Summer,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
James Rennie,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Khalid Laith,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Kevin Spirtas,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Sarah Spencer,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Troy Byer,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Todd Allen,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Blake Adams,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mounir Ait Hamou,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Melanie Papalia,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Viktor Solovyov,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Lena Bengtson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Lionel Boodlal,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rosanne Katon,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Matthew Tilley,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Christopher Kelham,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Wiesław Michnikowski,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rosella Hart,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Anita De Simone,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rosemary Leach,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Flavia Watson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Christine Cannavo,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Wendy Carter,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Wasan Khantaau,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Helen Parrish,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Max Mok Siu-Chung,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Fergus Riordan,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Patricia Wright,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Royston Maldoom,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Nicole LaLiberte,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ronnie Khalil,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Amel Hedhili,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Louise Lewis,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rene Assa,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Amy Shiels,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Witney Carson,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Andre Arend van de Noord,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Claira Watson Parr,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Lora Staley,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jeanne Bates,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Andrea Muzzi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Lola Glaudini,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ciara Flynn,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Andrew W. Walker,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jean-René Gossart,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Franco Franchi,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rony Clanton,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Walton Goggins,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jean Clarieux,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rashid Akbari,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Paul Cavanagh,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Mel Raido,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Chasty Ballesteros,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Leo Anchóriz,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Chelsey Crisp,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Josh Green,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Jason Leith,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Leone Frisa,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Tatum Langton,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Ruta Lee,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Randy Couture,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Meg Cionni,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Delphine Forest,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Chris Berry,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Leonor Baldaque,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Vytautas Kaniušonis,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Rubén Rojo,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Libby Woodbridge,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Tamzin Outhwaite,4.3,1,4.3,18488.0,19191.0,18839.5,19142.0
Tom Cameron,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Alix Wilton Regan,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Olivia Brown,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Lizzy McInnerny,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Yuliya Yulskaya,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Mary Cadorette,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Mehroz Arif,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Laurent Buson,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Kelsey Crane,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Neil Newbon,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
Monica Ekman,4.2,1,4.2,18695.0,19341.0,19018.0,19290.0
